CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,CUENCA,CUERPO DE AGUA,TIPO,SUBTIPO,LONGITUD,LATITUD,PERIODO,DBO_mg/L,CALIDAD_DBO,DQO_mg/L,CALIDAD_DQO,SST_mg/L,CALIDAD_SST,COLI_FEC_NMP_100mL,CALIDAD_COLI_FEC,E_COLI_NMP_100mL,CALIDAD_E_COLI,ENTEROC_NMP_100mL,CALIDAD_ENTEROC,OD_PORC,CALIDAD_OD_PORC,OD_PORC_SUP,CALIDAD_OD_PORC_SUP,OD_PORC_MED,CALIDAD_OD_PORC_MED,OD_PORC_FON,CALIDAD_OD_PORC_FON,TOX_D_48_UT,CALIDAD_TOX_D_48,TOX_V_15_UT,CALIDAD_TOX_V_15,TOX_D_48_SUP_UT,CALIDAD TOX_D_48_SUP,TOX_D_48_FON_UT,CALIDAD_TOX_D_48_FON,TOX_FIS_SUP_15_UT,CALIDAD_TOX_FIS_SUP_15,TOX_FIS_FON_15_UT,CALIDAD_TOX_FIS_FON_15,SEMAFORO,CONTAMINANTES,CUMPLE_CON_DBO,CUMPLE_CON_DQO,CUMPLE_CON_SST,CUMPLE_CON_CF,CUMPLE_CON_E_COLI,CUMPLE_CON_ENTEROC,CUMPLE_CON_OD,CUMPLE_CON_TOX,GRUPO
DLQUI2173,MANGLARES DE NICHUPTE 1,PENINSULA DE YUCATAN,QUINTANA ROO,BENITO JUÁREZ,YUCATÁN (RESTO DE RH 32),CUERPO DE AGUA DEL HUMEDAL,COSTERO (HUMEDAL),BAHIA,"-86,82104","21,03702",2012-2021,,,,,<10,Excelente,432,Aceptable,,,<3,Excelente,,,"94,25",Excelente,,,,,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2174,MANGLARES DE NICHUPTE 2,PENINSULA DE YUCATAN,QUINTANA ROO,BENITO JUÁREZ,YUCATÁN (RESTO DE RH 32),CUERPO DE AGUA DEL HUMEDAL,COSTERO (HUMEDAL),MANGLAR,"-86,81740","21,05984",2012-2021,,,,,<10,Excelente,663,Aceptable,,,<3,Excelente,,,"102,5",Excelente,,,,,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2175,MANGLARES DE NICHUPTE 3,PENINSULA DE YUCATAN,QUINTANA ROO,BENITO JUÁREZ,YUCATÁN (RESTO DE RH 32),LAGUNA DEL AMOR,COSTERO (HUMEDAL),BAHIA,"-86,81635","21,09276",2012-2021,,,,,<10,Excelente,1464,Contaminada,,,<3,Excelente,,,"32,7",Aceptable,"27,8",Contaminada,"23,2",Contaminada,,,,,,,,,<1,No Toxico,<1,No Toxico,Amarillo,"CF,OD%M,OD%F,",ND,ND,SI,NO,ND,SI,NO,SI,COSTERO
DLQUI2176,"BEBIDAS PURIFICADAS DEL SURESTE, S.A. DE C.V. (AGUAS ARRIBA)",PENINSULA DE YUCATAN,QUINTANA ROO,BENITO JUÁREZ,YUCATÁN (RESTO DE RH 32),ACUÍFERO PENINSULA DE YUCATAN,LÓTICO,DESCARGA,"-86,89624","21,14150",2012-2021,,,,,,,<3,Excelente,,,,,,,,,,,,,,,,,,,,,,,,,Verde,,ND,ND,ND,SI,ND,ND,ND,SI,LOTICO
DLQUI2177,"BEBIDAS PURIFICADAS DEL SURESTE, S.A. DE C.V. (AGUAS ABAJO)",PENINSULA DE YUCATAN,QUINTANA ROO,BENITO JUÁREZ,YUCATÁN (RESTO DE RH 32),ACUÍFERO PENINSULA DE YUCATAN,LÓTICO,DESCARGA,"-86,98804","21,13618",2012-2021,,,,,,,<3,Excelente,,,,,,,,,,,,,,,,,,,,,,,,,Verde,,ND,ND,ND,SI,ND,ND,ND,SI,LOTICO
DLQUI2183,EL UVERO,PENINSULA DE YUCATAN,QUINTANA ROO,OTHÓN P. BLANCO,CHICHANCANAB (RESTO DE RH 33),MAR CARIBE,COSTERO (HUMEDAL),OCÉANO-MAR,"-87,61649","18,95349",2012-2021,,,,,"17,75",Excelente,<3,Excelente,,,<3,Excelente,,,"98,1",Excelente,"129,5",Aceptable,"129,2",Aceptable,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2185,PARQUE NACIONAL ARRECIFE DE PUERTO MORELOS 3,PENINSULA DE YUCATAN,QUINTANA ROO,BENITO JUÁREZ,YUCATÁN (RESTO DE RH 32),MAR CARIBE,COSTERO (HUMEDAL),BAHIA,"-86,87996","20,82857",2012-2021,,,,,"11,75",Excelente,<3,Excelente,,,<3,Excelente,,,"98,2",Excelente,"101,05",Excelente,"99,95",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2186,ARRECIFE DE PUERTO MORELOS 1,PENINSULA DE YUCATAN,QUINTANA ROO,BENITO JUÁREZ,YUCATÁN (RESTO DE RH 32),MAR CARIBE,COSTERO (HUMEDAL),BAHIA,"-86,86692","20,86202",2012-2021,,,,,<10,Excelente,<3,Excelente,,,<3,Excelente,,,"100,8",Excelente,"101,8",Excelente,"104,9",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2187,ARRECIFE PUERTO MORELOS 3,PENINSULA DE YUCATAN,QUINTANA ROO,BENITO JUÁREZ,YUCATÁN (RESTO DE RH 32),MAR CARIBE,COSTERO (HUMEDAL),OCÉANO-MAR,"-86,85319","20,89715",2012-2021,,,,,"15,33",Excelente,<3,Excelente,,,<3,Excelente,,,"96,35",Excelente,"96,8",Excelente,"106,65",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2188,PARQUE NACIONAL ARRECIFE DE PUERTO MORELOS 2,PENINSULA DE YUCATAN,QUINTANA ROO,BENITO JUÁREZ,YUCATÁN (RESTO DE RH 32),MAR CARIBE,COSTERO (HUMEDAL),BAHIA,"-86,82875","20,93863",2012-2021,,,,,<10,Excelente,<3,Excelente,,,<3,Excelente,,,"99,6",Excelente,"102,85",Excelente,"106,4",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2189,PARQUE NACIONAL ARRECIFE DE PUERTO MORELOS 1,PENINSULA DE YUCATAN,QUINTANA ROO,BENITO JUÁREZ,YUCATÁN (RESTO DE RH 32),MAR CARIBE,COSTERO (HUMEDAL),BAHIA,"-86,81918","20,96613",2012-2021,,,,,<10,Excelente,<3,Excelente,,,<3,Excelente,,,"98,4",Excelente,98,Excelente,"98,85",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2190,PLAYA NIÑO,PENINSULA DE YUCATAN,QUINTANA ROO,BENITO JUÁREZ,YUCATÁN (RESTO DE RH 32),MAR CARIBE,COSTERO (HUMEDAL),BAHIA,"-86,80581","21,19388",2012-2021,,,,,"11,75",Excelente,41,Excelente,,,<3,Excelente,,,97,Excelente,"98,3",Excelente,"124,4",Aceptable,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2191,MACACH 1,PENINSULA DE YUCATAN,QUINTANA ROO,ISLA MUJERES,YUCATÁN (RESTO DE RH 32),LAGUNA MACACH,COSTERO,LAGUNA,"-86,73982","21,23726",2012-2021,,,,,<10,Excelente,30,Excelente,,,10,Excelente,,,"102,6",Excelente,"106,55",Excelente,"107,75",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2192,MACACH 2,PENINSULA DE YUCATAN,QUINTANA ROO,ISLA MUJERES,YUCATÁN (RESTO DE RH 32),LAGUNA MACACH,COSTERO,LAGUNA,"-86,73215","21,22391",2012-2021,,,,,"11,33",Excelente,250,Aceptable,,,<3,Excelente,,,"97,45",Excelente,"82,7",Excelente,"97,4",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2193,LAGUNA CONIL 1,PENINSULA DE YUCATAN,QUINTANA ROO,ISLA MUJERES,YUCATÁN (RESTO DE RH 32),LAGUNA CONIL,COSTERO (HUMEDAL),LAGUNA,"-87,18527","21,45173",2012-2021,,,,,20,Excelente,20,Excelente,,,<3,Excelente,,,"98,9",Excelente,"98,3",Excelente,"97,4",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2194,LAGUNA CONIL 3,PENINSULA DE YUCATAN,QUINTANA ROO,LÁZARO CÁRDENAS,YUCATÁN (RESTO DE RH 32),LAGUNA CONIL,COSTERO (HUMEDAL),LAGUNA,"-87,13714","21,55347",2012-2021,,,,,"23,75",Excelente,86,Excelente,,,<3,Excelente,,,"123,3",Aceptable,,,,,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2195,YUM BALAM 1,PENINSULA DE YUCATAN,QUINTANA ROO,LÁZARO CÁRDENAS,YUCATÁN (RESTO DE RH 32),LAGUNA CONIL,COSTERO (HUMEDAL),BAHIA,"-87,34259","21,52399",2012-2021,,,,,"21,75",Excelente,10,Excelente,,,<3,Excelente,,,"106,7",Excelente,"113,2",Buena calidad,"114,6",Buena calidad,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2196,YUM BALAM 3,PENINSULA DE YUCATAN,QUINTANA ROO,ISLA MUJERES,YUCATÁN (RESTO DE RH 32),LAGUNA CONIL,COSTERO (HUMEDAL),BAHIA,"-87,33108","21,43922",2012-2021,,,,,"17,75",Excelente,20,Excelente,,,<3,Excelente,,,"107,2",Excelente,"107,3",Excelente,"106,2",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2197,LAGUNA CONIL 2,PENINSULA DE YUCATAN,QUINTANA ROO,LÁZARO CÁRDENAS,YUCATÁN (RESTO DE RH 32),LAGUNA CONIL,COSTERO (HUMEDAL),LAGUNA,"-87,46479","21,46935",2012-2021,,,,,"14,83335",Excelente,<3,Excelente,,,<3,Excelente,,,"103,85",Excelente,"105,2",Excelente,"105,1",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2199,TULUM 2,PENINSULA DE YUCATAN,QUINTANA ROO,SOLIDARIDAD,YUCATÁN (RESTO DE RH 32),MAR CARIBE,COSTERO,OCÉANO-MAR,"-87,42709","20,21595",2012-2021,,,,,"13,15",Excelente,10,Excelente,,,<3,Excelente,,,"101,2",Excelente,"103,5",Excelente,"90,5",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2200,TULUM 1,PENINSULA DE YUCATAN,QUINTANA ROO,SOLIDARIDAD,YUCATÁN (RESTO DE RH 32),MAR CARIBE,COSTERO,OCÉANO-MAR,"-87,42851","20,20828",2012-2021,,,,,"11,7",Excelente,36,Excelente,,,<3,Excelente,,,101,Excelente,107,Excelente,"92,8",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2201,PLAYA MAYA,PENINSULA DE YUCATAN,QUINTANA ROO,TULUM,YUCATÁN (RESTO DE RH 32),MAR CARIBE,COSTERO,BAHIA,"-87,43167","20,20256",2012-2021,,,,,"14,55",Excelente,30,Excelente,,,<3,Excelente,,,"101,75",Excelente,106,Excelente,"103,2",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2202,SIAN KA AN 12,PENINSULA DE YUCATAN,QUINTANA ROO,FELIPE CARRILLO PUERTO,CHUNYAXCHE,CUERPO DE AGUA DEL HUMEDAL,COSTERO (HUMEDAL),BAHIA,"-87,47841","20,08062",2012-2021,,,,,"13,5",Excelente,1092,Contaminada,,,10,Excelente,,,"101,85",Excelente,,,,,,,,,,,,,<1,No Toxico,<1,No Toxico,Amarillo,"CF,",ND,ND,SI,NO,ND,SI,SI,SI,COSTERO
DLQUI2203,SIAN KA AN 6,PENINSULA DE YUCATAN,QUINTANA ROO,SOLIDARIDAD,CHUNYAXCHE,MAR CARIBE,COSTERO (HUMEDAL),OCÉANO-MAR,"-87,48151","20,00745",2012-2021,,,,,"12,85",Excelente,597,Aceptable,,,6,Excelente,,,"96,7",Excelente,"96,3",Excelente,"96,44",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2204,SIAN KA AN 5,PENINSULA DE YUCATAN,QUINTANA ROO,SOLIDARIDAD,CHUNYAXCHE,MAR CARIBE,COSTERO (HUMEDAL),OCÉANO-MAR,"-87,47675","20,00361",2012-2021,,,,,23,Excelente,132,Buena calidad,,,<3,Excelente,,,"99,5",Excelente,,,,,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2205,SIAN KA AN 10,PENINSULA DE YUCATAN,QUINTANA ROO,FELIPE CARRILLO PUERTO,CHUNYAXCHE,CUERPO DE AGUA DEL HUMEDAL,COSTERO (HUMEDAL),BAHIA,"-87,45220","19,89763",2012-2021,,,,,20,Excelente,31,Excelente,,,<3,Excelente,,,"102,1",Excelente,"105,3",Excelente,"66,5",Buena calidad,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2206,SIAN KA AN 4,PENINSULA DE YUCATAN,QUINTANA ROO,FELIPE CARRILLO PUERTO,CHUNYAXCHE,MAR CARIBE,COSTERO (HUMEDAL),BAHIA,"-87,49114","19,82138",2012-2021,,,,,"13,5",Excelente,129,Buena calidad,,,<3,Excelente,,,"111,4",Buena calidad,,,,,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2207,SIAN KA AN 3,PENINSULA DE YUCATAN,QUINTANA ROO,SOLIDARIDAD,CHUNYAXCHE,MAR CARIBE,COSTERO (HUMEDAL),OCÉANO-MAR,"-87,48130","19,80390",2012-2021,,,,,"13,5",Excelente,52,Excelente,,,<3,Excelente,,,"93,8",Excelente,"103,85",Excelente,"85,6",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2208,SIAN KA AN 9,PENINSULA DE YUCATAN,QUINTANA ROO,FELIPE CARRILLO PUERTO,CHUNYAXCHE,CUERPO DE AGUA DEL HUMEDAL,COSTERO (HUMEDAL),BAHIA,"-87,59474","19,74715",2012-2021,,,,,"12,165",Excelente,"5,75",Excelente,,,<3,Excelente,,,"100,5",Excelente,"100,5",Excelente,"105,3",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2209,SIAN KA AN 2,PENINSULA DE YUCATAN,QUINTANA ROO,FELIPE CARRILLO PUERTO,CHUNYAXCHE,MAR CARIBE,COSTERO (HUMEDAL),OCÉANO-MAR,"-87,46145","19,32163",2012-2021,,,,,"12,25",Excelente,<3,Excelente,,,<3,Excelente,,,"103,5",Excelente,"114,45",Buena calidad,"102,7",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2210,LAGUNA SIAN KAAN 4,PENINSULA DE YUCATAN,QUINTANA ROO,FELIPE CARRILLO PUERTO,CHICHANCANAB (RESTO DE RH 33),LAGUNA SIAN KA AN,COSTERO (HUMEDAL),LAGUNA,"-87,45751","19,31544",2012-2021,,,,,17,Excelente,75,Excelente,,,<3,Excelente,,,"86,9",Excelente,,,,,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2211,SIAN KA AN 8,PENINSULA DE YUCATAN,QUINTANA ROO,FELIPE CARRILLO PUERTO,CHICHANCANAB (RESTO DE RH 33),MAR CARIBE,COSTERO (HUMEDAL),BAHIA,"-87,52831","19,22978",2012-2021,,,,,"32,5",Buena calidad,2603,Contaminada,,,10,Excelente,,,"92,3",Excelente,"88,05",Excelente,"76,45",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Amarillo,"CF,",ND,ND,SI,NO,ND,SI,SI,SI,COSTERO
DLQUI2213,SIAN KAAN 1,PENINSULA DE YUCATAN,QUINTANA ROO,FELIPE CARRILLO PUERTO,CHICHANCANAB (RESTO DE RH 33),MAR CARIBE,COSTERO (HUMEDAL),OCÉANO-MAR,"-87,54001","19,17203",2012-2021,,,,,"11,25",Excelente,<3,Excelente,,,<3,Excelente,,,120,Buena calidad,,,,,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2214,LAGUNA SIAN KAAN 2,PENINSULA DE YUCATAN,QUINTANA ROO,FELIPE CARRILLO PUERTO,CHICHANCANAB (RESTO DE RH 33),BAHIA DE LA ASCENSION,COSTERO (HUMEDAL),LAGUNA,"-87,46347","19,32374",2012-2021,,,,,"11,125",Excelente,10,Excelente,,,<3,Excelente,,,"79,3",Excelente,"85,7",Excelente,"85,8",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2216,PLAYA TORTUGUERA XCAXELITO,PENINSULA DE YUCATAN,QUINTANA ROO,SOLIDARIDAD,YUCATÁN (RESTO DE RH 32),PLAYA TORTUGUERA XCACEL-XCACELITO,COSTERO (HUMEDAL),BAHIA,"-87,35120","20,33268",2012-2021,,,,,<10,Excelente,663,Aceptable,,,<3,Excelente,,,"105,55",Excelente,,,,,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2217,TORTUGUERA 1,PENINSULA DE YUCATAN,QUINTANA ROO,SOLIDARIDAD,YUCATÁN (RESTO DE RH 32),MAR CARIBE,COSTERO (HUMEDAL),OCÉANO-MAR,"-87,34758","20,33854",2012-2021,,,,,"10,5",Excelente,<3,Excelente,,,<3,Excelente,,,"101,3",Excelente,,,,,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2218,BAHIA PRINCIPE 3,PENINSULA DE YUCATAN,QUINTANA ROO,TULUM,YUCATÁN (RESTO DE RH 32),MAR CARIBE,COSTERO,BAHIA,"-87,33263","20,35697",2012-2021,,,,,"11,915",Excelente,10,Excelente,,,<3,Excelente,,,"102,35",Excelente,,,88,Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2219,BAHIA PRINCIPE 1,PENINSULA DE YUCATAN,QUINTANA ROO,TULUM,YUCATÁN (RESTO DE RH 32),MAR CARIBE,COSTERO,BAHIA,"-87,33213","20,36425",2012-2021,,,,,"11,25",Excelente,"25,5",Excelente,,,<3,Excelente,,,"107,6",Excelente,,,,,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2220,AKUMAL 2 BEACH RESORT (HOTEL),PENINSULA DE YUCATAN,QUINTANA ROO,SOLIDARIDAD,YUCATÁN (RESTO DE RH 32),MAR CARIBE,COSTERO,OCÉANO-MAR,"-87,31597","20,39292",2012-2021,,,,,"16,3",Excelente,"5,75",Excelente,,,<3,Excelente,,,"104,9",Excelente,"118,3",Buena calidad,"112,3",Buena calidad,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2221,AKUMAL 1,PENINSULA DE YUCATAN,QUINTANA ROO,SOLIDARIDAD,YUCATÁN (RESTO DE RH 32),MAR CARIBE,COSTERO (HUMEDAL),BAHIA,"-87,31212","20,39471",2012-2021,,,,,"14,835",Excelente,63,Excelente,,,<3,Excelente,,,"111,9",Buena calidad,"112,4",Buena calidad,114,Buena calidad,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2222,PUERTO AVENTURAS 3,PENINSULA DE YUCATAN,QUINTANA ROO,SOLIDARIDAD,YUCATÁN (RESTO DE RH 32),MAR CARIBE,COSTERO,OCÉANO-MAR,"-87,22841","20,49521",2012-2021,,,,,"15,085",Excelente,52,Excelente,,,<3,Excelente,,,"119,55",Buena calidad,"104,153",Excelente,"91,14",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2223,PUERTO AVENTURAS 1,PENINSULA DE YUCATAN,QUINTANA ROO,SOLIDARIDAD,YUCATÁN (RESTO DE RH 32),MAR CARIBE,COSTERO,LAGUNA,"-87,21858","20,50380",2012-2021,,,,,<10,Excelente,"248,5",Aceptable,,,<3,Excelente,,,"115,95",Buena calidad,,,"82,4",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2224,CARMEN 2,PENINSULA DE YUCATAN,QUINTANA ROO,SOLIDARIDAD,YUCATÁN (RESTO DE RH 32),MAR CARIBE,COSTERO,OCÉANO-MAR,"-87,08389","20,60830",2012-2021,,,,,"16,5",Excelente,63,Excelente,,,<3,Excelente,,,"97,9",Excelente,"100,3",Excelente,"100,45",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2225,PLAYA DEL CARMEN,PENINSULA DE YUCATAN,QUINTANA ROO,SOLIDARIDAD,YUCATÁN (RESTO DE RH 32),MAR CARIBE,COSTERO (HUMEDAL),BAHIA,"-87,07067","20,62579",2012-2021,,,,,"20,26665",Excelente,288,Aceptable,,,10,Excelente,,,"98,5",Excelente,"109,3",Excelente,"90,15",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2226,CARMEN 3,PENINSULA DE YUCATAN,QUINTANA ROO,SOLIDARIDAD,YUCATÁN (RESTO DE RH 32),MAR CARIBE,COSTERO (HUMEDAL),OCÉANO-MAR,"-87,06068","20,63500",2012-2021,,,,,21,Excelente,135,Buena calidad,,,30,Excelente,,,"92,45",Excelente,"107,4",Excelente,"111,3",Buena calidad,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2227,PLAYA XCALACOCO / CARMEN 6,PENINSULA DE YUCATAN,QUINTANA ROO,SOLIDARIDAD,YUCATÁN (RESTO DE RH 32),MAR CARIBE,COSTERO,OCÉANO-MAR,"-87,03361","20,65935",2012-2021,,,,,"10,5",Excelente,<3,Excelente,,,<3,Excelente,,,"104,7",Excelente,"112,7",Buena calidad,"92,4",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2228,CARMEN 5,PENINSULA DE YUCATAN,QUINTANA ROO,SOLIDARIDAD,YUCATÁN (RESTO DE RH 32),MAR CARIBE,COSTERO,OCÉANO-MAR,"-87,02708","20,66659",2012-2021,,,,,"16,375",Excelente,10,Excelente,,,<3,Excelente,,,"106,3",Excelente,"134,5",Contaminada,"124,4",Aceptable,,,,,,,,,<1,No Toxico,<1,No Toxico,Amarillo,"OD%M,",ND,ND,SI,SI,ND,SI,NO,SI,COSTERO
DLQUI2230,COZUMEL 2,PENINSULA DE YUCATAN,QUINTANA ROO,COZUMEL,YUCATÁN (RESTO DE RH 32),MAR CARIBE,COSTERO,OCÉANO-MAR,"-86,96431","20,49495",2012-2021,,,,,<10,Excelente,65,Excelente,,,<3,Excelente,,,"105,6",Excelente,"107,6",Excelente,"107,9",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2231,COZUMEL 1,PENINSULA DE YUCATAN,QUINTANA ROO,COZUMEL,YUCATÁN (RESTO DE RH 32),MAR CARIBE,COSTERO,OCÉANO-MAR,"-86,92541","20,55327",2012-2021,,,,,<10,Excelente,41,Excelente,,,<3,Excelente,,,"107,4",Excelente,"90,1",Excelente,"99,9",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2232,COZUMEL,PENINSULA DE YUCATAN,QUINTANA ROO,COZUMEL,YUCATÁN (RESTO DE RH 32),MAR CARIBE,COSTERO,OCÉANO-MAR,"-86,95263","20,50889",2012-2021,,,,,"11,75",Excelente,"36,5",Excelente,,,<3,Excelente,,,"108,8",Excelente,"108,4",Excelente,"107,75",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2233,COZUMEL 4,PENINSULA DE YUCATAN,QUINTANA ROO,COZUMEL,YUCATÁN (RESTO DE RH 32),MAR CARIBE,COSTERO,BAHIA,"-86,95820","20,50442",2012-2021,,,,,<10,Excelente,20,Excelente,,,<3,Excelente,,,"106,3",Excelente,106,Excelente,"108,2",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2234,COZUMEL 3,PENINSULA DE YUCATAN,QUINTANA ROO,COZUMEL,YUCATÁN (RESTO DE RH 32),MAR CARIBE,COSTERO,BAHIA,"-86,94458","20,51984",2012-2021,,,,,<10,Excelente,10,Excelente,,,<3,Excelente,,,"108,8",Excelente,"85,5",Excelente,"100,5",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2236,MANGLARES Y HUMEDALES EN COZUMEL 1,PENINSULA DE YUCATAN,QUINTANA ROO,COZUMEL,YUCATÁN (RESTO DE RH 32),MAR CARIBE,COSTERO,OCÉANO-MAR,"-86,91539","20,55505",2012-2021,,,,,"13,835",Excelente,"25,5",Excelente,,,<3,Excelente,,,"89,1",Excelente,113,Buena calidad,"113,3",Buena calidad,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2237,MANGLARES Y HUMEDALES DEL NORTE DE LA ISLA DE COZUMEL 1,PENINSULA DE YUCATAN,QUINTANA ROO,COZUMEL,YUCATÁN (RESTO DE RH 32),CUERPO DE AGUA DEL HUMEDAL,COSTERO (HUMEDAL),MANGLAR,"-86,87838","20,54511",2012-2021,,,,,<10,Excelente,15,Excelente,,,<3,Excelente,,,"105,4",Excelente,"115,25",Buena calidad,"115,4",Buena calidad,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
